Station,Date,Time,DO,BOD,pH,Nitrate,Ammonia,Turbidity,FecalColiform,Temperature,Conductivity,FlowRate,Phosphate
Haridwar,2020-12-12,00:00:00,7.74,3.58,7.54,4.78,0.56,1.99,395.25,22.5,223.38,4.18,1.27
Kanpur,2020-12-12,00:00:00,9.01,3.41,7.12,5.04,0.49,3.54,270.71,22.5,162.32,4.13,1.45
Allahabad,2020-12-12,00:00:00,8.68,3.34,7.3,4.76,0.57,3.96,2.0,22.5,248.09,4.46,1.15
Varanasi,2020-12-12,00:00:00,8.7,3.88,7.06,6.17,0.28,2.82,489.61,22.5,247.86,3.23,0.54
Patna,2020-12-12,00:00:00,8.38,3.36,8.16,4.31,0.63,2.26,348.9,22.5,238.03,4.46,0.76
Kolkata,2020-12-12,00:00:00,8.83,2.61,7.61,4.86,0.61,4.97,2.0,22.5,255.58,3.89,0.97
Gangotri,2020-12-13,00:00:00,8.39,4.15,7.61,5.81,0.43,0.35,438.25,22.5,226.24,4.6,0.72
Rishikesh,2020-12-13,00:00:00,8.15,3.77,8.35,5.46,0.62,4.37,2.0,22.5,298.85,4.3,0.96
Haridwar,2020-12-13,00:00:00,7.43,3.21,7.42,4.73,0.49,2.77,235.0,22.5,226.54,3.72,1.37
Kanpur,2020-12-13,00:00:00,8.95,3.52,8.27,5.12,0.27,2.98,118.36,22.5,242.45,4.04,1.06
Allahabad,2020-12-13,00:00:00,8.34,3.75,7.65,6.24,0.57,4.41,2.0,22.5,228.18,3.84,0.92
Varanasi,2020-12-13,00:00:00,9.13,3.51,7.85,5.44,0.64,3.39,425.7,22.5,250.94,4.21,0.87
Patna,2020-12-13,00:00:00,9.03,3.56,7.21,4.94,0.63,2.33,464.61,22.5,223.52,3.38,0.88
Kolkata,2020-12-13,00:00:00,8.28,3.13,8.4,4.63,0.66,0.34,51.59,50.9,258.82,4.56,1.31
Gangotri,2020-12-14,00:00:00,9.42,3.22,8.04,5.09,0.25,2.28,200.93,22.5,238.98,3.11,1.02
Rishikesh,2020-12-14,00:00:00,9.01,3.65,7.8,4.06,0.44,3.59,77.1,22.5,252.22,3.43,0.82
Haridwar,2020-12-14,00:00:00,8.94,2.99,7.73,5.75,0.47,4.11,378.43,22.5,258.66,4.96,1.27
Kanpur,2020-12-14,00:00:00,8.14,3.4,7.81,6.18,0.56,4.25,787.62,22.5,197.43,3.37,0.98
Allahabad,2020-12-14,00:00:00,8.62,3.63,7.72,5.78,0.45,2.27,463.83,22.5,215.13,3.78,0.89
Varanasi,2020-12-14,00:00:00,8.72,4.01,7.09,4.94,0.23,3.06,359.69,22.5,213.78,4.45,0.79
Patna,2020-12-14,00:00:00,8.79,3.9,6.94,7.85,0.59,3.14,2.0,22.5,257.94,3.72,1.16
Kolkata,2020-12-14,00:00:00,8.22,3.36,7.45,4.58,0.57,4.87,548.6,22.5,244.61,3.46,1.36
Gangotri,2020-12-15,00:00:00,8.62,3.73,7.13,5.25,0.53,0.09,187.09,22.5,235.12,3.84,0.72
Rishikesh,2020-12-15,00:00:00,9.01,3.38,7.12,5.09,0.63,1.95,25.28,22.5,248.79,4.29,1.2
Haridwar,2020-12-15,00:00:00,7.91,3.07,7.72,5.38,0.57,4.36,217.66,22.5,220.17,4.29,0.76
Kanpur,2020-12-15,00:00:00,9.08,3.52,6.91,4.79,0.67,2.23,174.8,22.5,178.92,4.1,0.69
Allahabad,2020-12-15,00:00:00,7.92,10.26,7.67,6.2,0.46,3.96,2.0,22.5,241.75,3.73,1.05
Varanasi,2020-12-15,00:00:00,7.95,3.45,7.38,5.54,0.45,0.47,154.73,22.5,253.95,3.75,0.98
Patna,2020-12-15,00:00:00,8.94,3.7,8.06,5.34,0.67,0.9,132.6,22.5,275.23,3.87,1.01
Kolkata,2020-12-15,00:00:00,8.14,3.22,6.88,4.32,0.57,0.99,2.0,22.5,231.12,3.65,0.75
Gangotri,2020-12-16,00:00:00,7.54,3.13,7.41,4.92,0.52,3.23,2.0,22.5,204.17,4.37,1.02
Rishikesh,2020-12-16,00:00:00,8.72,3.83,7.37,5.29,0.38,2.97,454.44,22.5,237.93,3.68,1.32
Haridwar,2020-12-16,00:00:00,8.38,3.52,7.98,5.84,0.44,1.65,338.09,22.5,247.57,4.52,1.12
Kanpur,2020-12-16,00:00:00,8.76,3.39,7.0,4.93,0.44,5.1,654.88,22.5,272.47,4.29,0.85
Allahabad,2020-12-16,00:00:00,8.82,3.7,7.91,5.19,0.63,0.48,2.0,22.5,315.71,4.09,0.54
Varanasi,2020-12-16,00:00:00,8.03,3.73,6.94,5.19,0.63,1.19,272.02,22.5,288.99,3.77,0.7
Patna,2020-12-16,00:00:00,8.19,3.97,8.5,5.63,0.46,2.61,462.5,22.5,276.99,4.37,1.06
Kolkata,2020-12-16,00:00:00,8.01,3.12,7.21,5.22,0.63,1.54,181.19,22.5,227.49,4.94,1.27
Gangotri,2020-12-17,00:00:00,8.19,3.38,7.15,5.08,0.51,0.85,123.42,22.5,229.23,3.26,1.13
Rishikesh,2020-12-17,00:00:00,7.87,3.44,7.83,4.28,0.45,5.34,190.54,22.5,231.13,4.0,0.45
Haridwar,2020-12-17,00:00:00,8.17,3.5,7.22,5.15,0.4,1.58,2.0,22.5,248.71,4.78,0.5
Kanpur,2020-12-17,00:00:00,8.49,3.6,7.92,5.03,0.46,1.99,2.0,22.5,204.33,3.97,0.82
Allahabad,2020-12-17,00:00:00,9.08,3.55,7.79,4.46,0.55,1.93,214.57,22.5,224.52,4.52,1.34
Varanasi,2020-12-17,00:00:00,8.6,3.64,7.75,4.28,0.53,3.0,528.41,22.5,231.08,4.02,0.76
Patna,2020-12-17,00:00:00,7.74,3.46,7.84,5.08,0.54,3.73,2.0,22.5,209.69,3.85,1.19
Kolkata,2020-12-17,00:00:00,8.41,3.2,7.74,4.26,0.7,2.71,178.41,22.5,267.91,5.1,0.96
Gangotri,2020-12-18,00:00:00,7.51,3.61,6.89,4.89,0.52,0.0,342.74,22.5,251.05,3.8,0.8
Rishikesh,2020-12-18,00:00:00,8.39,3.12,7.01,4.13,0.37,1.11,201.11,22.5,234.21,3.24,1.1
Haridwar,2020-12-18,00:00:00,8.86,3.4,7.02,5.36,0.56,0.79,122.38,22.5,253.19,3.63,1.04
Kanpur,2020-12-18,00:00:00,8.18,3.98,8.13,5.06,0.43,3.37,321.5,22.5,274.03,5.1,0.89
Allahabad,2020-12-18,00:00:00,8.9,3.48,7.39,5.6,0.54,6.21,2.0,22.5,265.03,4.67,1.01
Varanasi,2020-12-18,00:00:00,7.79,2.58,7.41,4.55,0.59,2.52,372.85,22.5,258.34,3.2,0.67
Patna,2020-12-18,00:00:00,7.85,3.26,7.67,4.88,0.5,2.28,5.25,22.5,260.31,4.86,0.94
Kolkata,2020-12-18,00:00:00,7.86,3.62,7.29,5.1,0.52,5.33,303.3,22.5,230.1,4.66,0.47
Gangotri,2020-12-19,00:00:00,8.53,3.34,16.5,4.98,0.36,4.52,213.84,22.5,291.86,3.75,1.03
Rishikesh,2020-12-19,00:00:00,9.12,3.46,7.48,5.29,0.48,3.06,2.0,22.5,231.08,4.41,1.18
Haridwar,2020-12-19,00:00:00,7.5,3.35,7.52,3.97,0.73,0.51,671.18,22.5,266.61,3.71,0.94
Kanpur,2020-12-19,00:00:00,8.54,3.64,7.45,4.25,0.49,1.57,373.23,22.5,246.1,3.82,1.13
Allahabad,2020-12-19,00:00:00,8.81,3.1,7.18,5.28,0.62,0.81,2.0,22.5,263.04,4.58,1.42
Varanasi,2020-12-19,00:00:00,8.3,3.15,6.5,5.2,0.43,2.81,119.42,22.5,262.91,4.51,1.03
Patna,2020-12-19,00:00:00,8.24,3.16,7.37,4.49,0.61,2.77,275.85,22.5,217.9,4.36,1.2
Kolkata,2020-12-19,00:00:00,9.06,3.46,7.28,4.63,0.63,0.84,31.12,22.5,260.97,3.78,0.68
Gangotri,2020-12-20,00:00:00,7.87,3.2,7.01,5.02,0.47,3.26,418.58,22.5,283.76,3.16,0.49
Rishikesh,2020-12-20,00:00:00,7.7,3.45,7.38,4.83,0.54,2.92,106.64,22.5,269.06,4.53,0.83
Haridwar,2020-12-20,00:00:00,8.97,3.59,7.68,4.45,0.52,3.9,301.95,22.5,236.15,4.33,1.12
Kanpur,2020-12-20,00:00:00,8.14,3.22,6.94,4.13,0.61,4.05,163.76,22.5,234.56,2.39,1.28
Allahabad,2020-12-20,00:00:00,8.85,3.65,6.89,5.2,0.48,1.79,442.59,22.5,200.8,4.63,1.05
Varanasi,2020-12-20,00:00:00,8.27,2.93,7.72,5.34,0.4,3.3,337.71,22.5,237.75,4.73,1.01
Patna,2020-12-20,00:00:00,8.52,3.5,7.63,4.58,0.51,3.07,2.0,22.5,261.52,4.14,0.62
Kolkata,2020-12-20,00:00:00,8.18,3.79,7.17,4.98,0.5,1.91,434.04,22.5,260.35,3.82,1.3
Gangotri,2020-12-21,00:00:00,8.84,3.53,7.47,5.03,0.45,1.9,582.87,22.5,225.28,3.33,0.67
Rishikesh,2020-12-21,00:00:00,7.26,3.92,7.96,4.5,0.43,4.39,218.6,22.5,217.85,3.39,1.32
Haridwar,2020-12-21,00:00:00,9.92,3.13,7.53,5.03,0.5,3.01,68.18,22.5,231.82,3.85,1.07
Kanpur,2020-12-21,00:00:00,8.44,3.17,7.49,4.48,0.54,0.78,234.87,22.5,273.72,4.23,0.74
Allahabad,2020-12-21,00:00:00,9.17,3.84,7.41,4.66,0.48,5.78,365.21,22.5,245.79,3.85,1.24
Varanasi,2020-12-21,00:00:00,9.33,3.26,7.94,4.85,0.65,3.4,2.0,22.5,198.07,3.34,1.01
Patna,2020-12-21,00:00:00,8.25,3.47,6.76,5.68,0.47,3.04,437.87,22.5,239.1,4.92,0.57
Kolkata,2020-12-21,00:00:00,9.47,3.55,7.34,4.23,0.32,3.1,2.0,22.5,259.36,3.98,1.19
Gangotri,2020-12-22,00:00:00,9.19,4.25,7.91,5.16,0.66,4.48,96.49,22.5,229.73,4.59,0.99
Rishikesh,2020-12-22,00:00:00,9.3,3.23,7.29,4.84,0.7,3.33,328.26,22.5,246.41,4.62,1.42
Haridwar,2020-12-22,00:00:00,7.68,2.86,6.87,4.99,0.44,2.14,2.0,22.5,232.17,3.94,1.39
Kanpur,2020-12-22,00:00:00,7.44,3.27,7.31,5.1,0.47,3.21,2.0,22.5,230.78,3.7,0.45
Allahabad,2020-12-22,00:00:00,8.79,3.6,7.1,4.25,0.37,1.98,2.0,22.5,288.39,5.06,0.53
Varanasi,2020-12-22,00:00:00,8.97,3.64,7.82,5.28,0.54,4.54,55.45,22.5,281.08,3.61,0.46
Patna,2020-12-22,00:00:00,7.37,3.41,6.97,5.37,0.65,2.54,245.68,22.5,211.69,3.43,0.87
Kolkata,2020-12-22,00:00:00,9.78,3.89,7.88,5.84,0.62,3.52,257.97,22.5,271.86,3.62,1.38
Gangotri,2020-12-23,00:00:00,7.43,3.76,7.64,5.0,0.44,1.14,392.76,22.5,246.88,4.83,0.7
Rishikesh,2020-12-23,00:00:00,9.77,3.91,7.45,5.37,0.61,5.09,165.22,22.5,262.52,4.02,1.21
Haridwar,2020-12-23,00:00:00,8.29,3.63,7.79,5.91,0.48,2.61,209.89,22.5,254.97,4.57,0.89
Kanpur,2020-12-23,00:00:00,8.27,3.77,7.26,5.09,0.55,4.85,921.56,22.5,185.58,3.1,0.99
Allahabad,2020-12-23,00:00:00,9.13,3.87,7.53,5.6,0.46,0.62,61.73,22.5,289.18,4.02,1.14
Varanasi,2020-12-23,00:00:00,7.46,3.37,7.53,4.73,0.55,1.22,481.97,22.5,303.57,3.61,1.15
Patna,2020-12-23,00:00:00,7.89,3.23,7.46,5.83,0.57,2.02,2.0,22.5,281.41,4.1,1.02
Kolkata,2020-12-23,00:00:00,9.4,3.67,6.5,5.18,0.55,2.57,442.19,22.5,242.69,4.33,0.82
Gangotri,2020-12-24,00:00:00,8.29,3.98,7.14,5.91,0.51,9.42,318.46,22.5,257.93,4.37,1.23
Rishikesh,2020-12-24,00:00:00,8.03,3.71,7.21,5.81,0.71,1.52,384.5,22.5,264.45,3.91,0.75
Haridwar,2020-12-24,00:00:00,8.99,3.19,7.17,4.97,0.52,3.87,2.0,22.5,258.24,4.18,0.76
Kanpur,2020-12-24,00:00:00,8.2,3.65,7.3,4.67,0.64,3.14,148.84,22.5,290.63,3.69,1.33
Allahabad,2020-12-24,00:00:00,7.32,2.78,8.04,5.41,0.43,4.53,327.48,22.5,246.65,3.82,1.03
Varanasi,2020-12-24,00:00:00,8.67,3.66,7.28,5.15,0.65,5.37,477.62,22.5,276.74,3.68,0.92
Patna,2020-12-24,00:00:00,8.89,3.43,7.21,5.37,0.53,4.26,229.15,22.5,264.99,3.41,0.99
Kolkata,2020-12-24,00:00:00,8.7,3.82,7.54,5.81,0.46,2.42,2.0,22.5,236.74,5.1,0.65
Gangotri,2020-12-25,00:00:00,9.32,3.06,7.48,4.7,0.54,3.24,496.19,22.5,222.75,4.02,0.85
Rishikesh,2020-12-25,00:00:00,8.89,3.42,7.78,4.81,0.42,1.55,82.07,22.5,259.7,4.54,0.56
Haridwar,2020-12-25,00:00:00,8.14,3.09,7.86,4.37,0.64,2.84,2.0,22.5,270.43,4.15,1.01
Kanpur,2020-12-25,00:00:00,8.32,3.36,7.89,4.8,0.43,2.61,208.47,22.5,223.39,3.71,0.48
Allahabad,2020-12-25,00:00:00,9.47,3.74,6.63,5.76,0.4,2.45,545.89,22.5,251.69,4.5,1.45
Varanasi,2020-12-25,00:00:00,8.17,3.35,7.82,5.65,0.54,1.72,126.96,22.5,212.37,4.15,0.94
Patna,2020-12-25,00:00:00,9.09,4.11,7.55,5.39,0.48,0.61,327.99,22.5,232.44,5.22,0.78
Kolkata,2020-12-25,00:00:00,8.44,3.81,7.24,5.32,0.58,1.42,134.41,22.5,228.71,3.82,1.04
Gangotri,2020-12-26,00:00:00,9.19,3.56,7.32,5.25,0.66,4.81,433.42,22.5,268.07,3.2,1.19
Rishikesh,2020-12-26,00:00:00,7.99,3.13,7.28,4.63,0.53,3.61,213.61,22.5,247.51,4.19,1.04
Haridwar,2020-12-26,00:00:00,7.71,3.19,7.7,4.85,0.29,0.28,298.14,22.5,240.99,4.41,1.3
Kanpur,2020-12-26,00:00:00,7.75,3.54,8.36,4.42,0.47,2.87,2.0,22.5,278.56,3.56,1.16
Allahabad,2020-12-26,00:00:00,9.06,3.19,7.31,5.16,0.46,3.5,180.64,22.5,226.06,4.25,0.88
Varanasi,2020-12-26,00:00:00,8.3,3.29,7.32,5.2,0.59,3.96,2.0,22.5,259.25,4.43,0.84
Patna,2020-12-26,00:00:00,8.36,3.65,7.32,5.77,0.5,6.12,302.96,22.5,253.47,3.3,0.82
Kolkata,2020-12-26,00:00:00,7.77,3.92,7.02,5.7,0.6,0.0,2.0,22.5,283.7,5.0,1.19
Gangotri,2020-12-27,00:00:00,9.25,3.62,6.76,4.38,0.55,2.09,70.47,22.5,241.69,3.91,1.19
Rishikesh,2020-12-27,00:00:00,7.64,3.77,7.14,5.07,0.43,0.0,49.88,22.5,227.85,2.97,0.72
Haridwar,2020-12-27,00:00:00,8.25,4.38,7.69,5.12,0.52,3.63,138.27,22.5,221.29,3.85,1.05
Kanpur,2020-12-27,00:00:00,8.86,3.21,7.77,4.57,0.61,2.17,198.25,22.5,293.27,3.71,0.85
Allahabad,2020-12-27,00:00:00,8.32,3.58,7.38,4.51,0.44,2.97,224.63,22.5,256.44,3.31,0.63
Varanasi,2020-12-27,00:00:00,8.27,3.41,7.95,5.71,0.78,3.91,316.12,60.08,238.78,3.57,0.68
Patna,2020-12-27,00:00:00,8.45,3.76,7.37,4.89,0.44,3.28,266.5,22.5,192.93,4.03,0.45
Kolkata,2020-12-27,00:00:00,8.66,3.41,7.0,5.19,0.53,5.46,389.3,22.5,211.08,4.75,0.99
Gangotri,2020-12-28,00:00:00,8.61,3.8,7.64,5.35,0.34,2.92,244.0,22.5,246.1,4.0,1.54
Rishikesh,2020-12-28,00:00:00,8.86,3.38,7.5,5.07,0.42,6.4,2.0,22.5,291.74,4.28,1.1
Haridwar,2020-12-28,00:00:00,8.29,3.31,7.51,4.07,0.53,0.12,442.72,22.5,249.83,4.27,1.46
Kanpur,2020-12-28,00:00:00,8.42,3.44,7.68,5.01,0.51,3.89,481.92,22.5,236.72,3.71,0.52
Allahabad,2020-12-28,00:00:00,8.99,3.17,7.56,4.82,0.43,3.81,16.32,22.5,228.87,2.91,1.14
Varanasi,2020-12-28,00:00:00,8.9,2.96,7.42,5.24,0.55,0.0,2.0,22.5,262.63,4.62,1.11
Patna,2020-12-28,00:00:00,8.68,4.07,7.67,4.41,0.59,2.5,32.64,22.5,262.39,3.76,0.66
Kolkata,2020-12-28,00:00:00,7.68,3.44,7.35,5.45,0.55,3.15,318.42,22.5,245.16,4.13,0.98
Gangotri,2020-12-29,00:00:00,8.15,4.02,7.92,4.77,0.63,2.34,2.0,22.5,223.19,3.7,1.16
Rishikesh,2020-12-29,00:00:00,7.87,3.04,7.07,4.74,0.38,3.82,151.42,22.5,242.12,2.84,0.59
Haridwar,2020-12-29,00:00:00,8.88,3.6,7.87,4.87,0.58,3.14,384.89,22.5,302.19,3.62,1.04
Kanpur,2020-12-29,00:00:00,8.59,3.35,7.76,5.14,0.44,2.16,2.0,22.5,235.6,3.32,0.73
Allahabad,2020-12-29,00:00:00,8.21,3.17,8.03,5.05,0.47,0.21,330.94,22.5,221.45,3.72,1.18
Varanasi,2020-12-29,00:00:00,8.85,3.81,7.2,5.43,0.42,4.26,413.8,22.5,239.15,4.56,0.92
Patna,2020-12-29,00:00:00,8.73,3.39,7.7,5.1,0.46,2.26,207.47,22.5,235.52,4.52,0.89
Kolkata,2020-12-29,00:00:00,8.64,3.8,7.83,5.93,0.46,2.39,2.0,22.5,273.67,3.45,1.09
Gangotri,2020-12-30,00:00:00,8.55,3.4,6.5,4.63,0.62,1.67,333.31,22.5,208.44,3.51,1.43
Rishikesh,2020-12-30,00:00:00,8.21,3.67,6.98,4.31,0.5,4.3,2.0,22.5,240.55,4.33,0.78
Haridwar,2020-12-30,00:00:00,9.47,3.36,7.99,5.68,0.46,3.66,442.85,22.5,228.31,4.02,1.4
Kanpur,2020-12-30,00:00:00,8.63,2.46,8.45,4.88,0.33,2.05,838.55,22.5,210.46,3.47,1.3
Allahabad,2020-12-30,00:00:00,7.87,3.89,7.67,3.88,0.47,2.22,294.69,22.5,253.15,3.95,0.93
Varanasi,2020-12-30,00:00:00,8.91,4.05,7.51,5.92,0.42,1.6,2.0,22.5,249.34,4.49,1.21
Patna,2020-12-30,00:00:00,8.08,3.88,7.22,5.72,0.46,4.37,2.0,22.5,258.61,4.7,1.22
Kolkata,2020-12-30,00:00:00,8.66,3.63,8.22,5.26,0.58,1.16,2.0,22.5,231.86,5.17,0.7
Gangotri,2020-12-31,00:00:00,8.75,3.21,8.12,4.47,0.54,3.25,2.0,22.5,265.58,4.89,0.65
Rishikesh,2020-12-31,00:00:00,9.01,3.0,7.48,4.79,0.55,2.77,36.29,22.5,208.01,3.46,1.09
Haridwar,2020-12-31,00:00:00,8.52,3.45,6.5,5.7,0.54,4.54,2.0,22.5,251.28,3.36,1.44
Kanpur,2020-12-31,00:00:00,8.39,3.37,6.86,4.76,0.48,1.18,2.0,22.5,259.21,3.41,0.93
Allahabad,2020-12-31,00:00:00,8.25,3.64,7.69,5.62,0.51,2.44,452.93,22.5,289.93,4.12,0.82
Varanasi,2020-12-31,00:00:00,8.75,3.0,7.8,5.15,0.45,2.91,388.33,22.5,215.74,3.86,0.57
Patna,2020-12-31,00:00:00,8.07,3.0,7.86,4.16,0.46,1.93,33.57,22.5,262.93,3.71,0.86
Kolkata,2020-12-31,00:00:00,9.5,3.41,7.4,5.05,0.49,3.63,118.68,22.5,263.55,3.9,1.31
Gangotri,2021-01-01,00:00:00,8.58,3.4,7.42,4.23,0.58,3.82,150.73,25.0,272.94,3.54,0.68
Rishikesh,2021-01-01,00:00:00,8.06,3.42,6.8,4.51,0.52,4.74,45.21,25.0,263.6,3.72,0.94
Haridwar,2021-01-01,00:00:00,8.02,3.32,7.13,4.94,0.59,3.84,9.27,25.0,224.41,3.97,1.16
Kanpur,2021-01-01,00:00:00,9.67,3.68,7.16,5.05,0.62,10.11,474.84,25.0,188.65,4.66,1.07
Allahabad,2021-01-01,00:00:00,9.64,3.33,7.67,4.15,0.51,3.58,2.0,25.0,232.03,4.36,1.2
Varanasi,2021-01-01,00:00:00,8.14,3.63,7.16,4.39,0.37,4.43,403.73,25.0,274.94,3.53,1.05
Patna,2021-01-01,00:00:00,7.72,3.75,7.34,5.28,0.65,2.65,387.94,25.0,258.85,4.1,0.98
Kolkata,2021-01-01,00:00:00,9.15,3.3,7.58,4.94,0.67,3.95,112.23,25.0,233.11,3.67,0.97
Gangotri,2021-01-02,00:00:00,8.77,3.27,7.18,4.63,0.58,4.18,345.15,25.0,214.09,4.22,0.93
Rishikesh,2021-01-02,00:00:00,8.48,3.97,7.48,5.42,0.49,2.06,451.83,25.0,232.46,4.59,1.06
Haridwar,2021-01-02,00:00:00,8.61,3.9,7.53,5.47,0.47,1.25,189.11,25.0,257.83,4.06,1.02
Kanpur,2021-01-02,00:00:00,8.93,3.34,7.48,5.72,0.64,4.73,68.09,25.0,255.3,3.2,0.71
Allahabad,2021-01-02,00:00:00,8.57,3.52,7.8,5.66,0.49,0.72,129.51,25.0,271.6,4.44,1.19
Varanasi,2021-01-02,00:00:00,8.0,3.32,7.47,4.35,0.63,2.42,308.43,25.0,220.76,4.2,1.06
Patna,2021-01-02,00:00:00,7.93,3.35,7.04,4.84,0.36,2.93,142.86,25.0,246.12,3.45,1.18
Kolkata,2021-01-02,00:00:00,8.8,2.76,8.09,4.66,0.41,0.92,241.3,25.0,249.86,4.4,1.09
Gangotri,2021-01-03,00:00:00,8.93,3.8,7.52,4.69,0.49,3.62,169.69,25.0,235.91,3.48,0.83
Rishikesh,2021-01-03,00:00:00,7.57,3.81,7.31,5.0,0.66,3.12,2.0,25.0,255.83,4.23,0.73
Haridwar,2021-01-03,00:00:00,7.98,3.58,8.06,4.81,0.62,2.78,142.21,25.0,265.0,3.97,1.09
Kanpur,2021-01-03,00:00:00,7.67,3.62,7.06,5.49,0.36,2.67,277.53,25.0,245.38,3.67,0.99
Allahabad,2021-01-03,00:00:00,8.23,4.0,6.99,5.31,0.48,3.58,239.9,25.0,231.12,3.95,1.0
Varanasi,2021-01-03,00:00:00,8.5,3.62,7.3,5.27,0.47,2.78,2.0,25.0,263.45,4.18,0.9
Patna,2021-01-03,00:00:00,8.58,3.65,7.02,5.1,0.44,6.53,58.66,25.0,230.69,4.16,1.05
Kolkata,2021-01-03,00:00:00,8.1,3.61,6.5,4.96,0.33,1.49,299.79,25.0,215.16,3.49,1.41
Gangotri,2021-01-04,00:00:00,8.07,3.93,7.59,5.05,0.46,4.67,2.0,25.0,244.09,3.9,0.9
Rishikesh,2021-01-04,00:00:00,8.61,3.55,7.06,4.87,0.36,1.46,411.21,25.0,239.41,3.9,0.86
Haridwar,2021-01-04,00:00:00,8.82,3.5,8.09,4.91,0.31,5.85,308.55,25.0,227.93,3.33,0.63
Kanpur,2021-01-04,00:00:00,9.08,3.61,7.28,5.62,0.42,2.93,105.9,25.0,278.05,3.5,0.96
Allahabad,2021-01-04,00:00:00,8.57,3.13,7.21,5.09,0.53,1.78,2.0,25.0,264.59,3.44,0.88
Varanasi,2021-01-04,00:00:00,10.35,4.04,6.89,5.23,0.55,4.71,200.56,25.0,288.13,3.51,0.65
Patna,2021-01-04,00:00:00,8.43,7.12,7.49,4.6,0.53,3.91,249.09,25.0,199.57,4.08,0.97
Kolkata,2021-01-04,00:00:00,8.55,3.72,7.27,5.1,0.49,4.26,149.03,25.0,260.39,4.67,1.17
Gangotri,2021-01-05,00:00:00,8.78,3.37,7.39,5.51,0.25,6.9,286.47,25.0,275.69,4.34,0.57
Rishikesh,2021-01-05,00:00:00,8.23,3.23,7.51,4.25,0.64,3.03,85.26,25.0,207.22,4.06,1.46
Haridwar,2021-01-05,00:00:00,7.65,3.57,6.69,4.77,0.57,2.34,233.16,25.0,216.03,4.32,1.08
Kanpur,2021-01-05,00:00:00,7.71,3.86,7.35,5.34,0.52,2.24,162.41,25.0,262.31,4.16,0.98
Allahabad,2021-01-05,00:00:00,8.13,3.44,7.0,4.99,0.44,1.45,2.0,25.0,290.18,4.0,1.36
Varanasi,2021-01-05,00:00:00,8.45,3.18,6.71,4.19,0.37,2.59,337.25,25.0,250.94,3.26,0.79
Patna,2021-01-05,00:00:00,8.66,3.77,7.58,5.5,0.52,4.27,545.2,25.0,226.61,4.47,0.68
Kolkata,2021-01-05,00:00:00,8.76,3.55,8.25,4.06,0.6,2.22,1118.97,25.0,260.03,3.89,0.86
Gangotri,2021-01-06,00:00:00,8.1,2.98,7.39,5.08,0.42,1.12,661.6,25.0,258.03,3.11,1.32
Rishikesh,2021-01-06,00:00:00,8.99,3.07,6.83,4.75,0.55,3.96,451.04,25.0,269.42,4.13,0.88
Haridwar,2021-01-06,00:00:00,8.58,3.04,7.16,4.63,0.56,4.18,108.81,25.0,222.92,3.99,0.73
Kanpur,2021-01-06,00:00:00,8.29,3.54,7.79,5.18,0.53,1.48,413.14,25.0,261.83,2.86,0.56
Allahabad,2021-01-06,00:00:00,8.75,3.23,7.27,5.05,0.46,5.15,409.71,25.0,214.95,3.43,1.03
Varanasi,2021-01-06,00:00:00,8.13,3.83,7.11,5.71,0.48,3.9,571.06,25.0,227.1,2.84,1.31
Patna,2021-01-06,00:00:00,7.71,3.33,7.6,5.02,0.27,5.13,2.0,25.0,255.74,3.97,0.87
Kolkata,2021-01-06,00:00:00,9.79,3.39,6.72,5.29,0.58,2.7,334.02,25.0,221.2,4.37,1.0
Gangotri,2021-01-07,00:00:00,8.68,4.44,7.37,5.81,0.57,1.25,2.0,25.0,257.33,4.42,0.59
Rishikesh,2021-01-07,00:00:00,8.1,4.0,6.77,4.39,0.4,4.45,2.0,25.0,212.66,3.1,0.84
Haridwar,2021-01-07,00:00:00,8.2,3.83,7.04,4.7,0.45,1.34,342.27,25.0,248.29,3.98,0.95
Kanpur,2021-01-07,00:00:00,7.26,3.27,6.78,5.41,0.49,4.37,2.0,25.0,233.31,3.8,0.76
Allahabad,2021-01-07,00:00:00,8.57,3.82,6.55,5.07,0.63,4.97,617.41,25.0,243.7,3.93,0.61
Varanasi,2021-01-07,00:00:00,8.66,3.14,8.01,4.01,0.51,2.88,286.02,25.0,230.56,3.9,0.9
Patna,2021-01-07,00:00:00,9.06,3.88,7.35,5.69,0.32,0.96,63.4,25.0,224.6,3.61,0.82
Kolkata,2021-01-07,00:00:00,9.14,3.36,7.44,4.46,0.52,4.2,334.45,25.0,271.38,4.6,1.25
Gangotri,2021-01-08,00:00:00,8.39,3.46,7.11,5.74,0.52,1.95,2.0,25.0,264.94,3.09,1.12
Rishikesh,2021-01-08,00:00:00,8.29,3.6,7.55,5.44,0.44,3.3,132.43,25.0,229.46,4.65,0.97
Haridwar,2021-01-08,00:00:00,8.37,3.75,7.9,4.83,0.62,3.02,2.0,25.0,251.02,3.83,1.44
Kanpur,2021-01-08,00:00:00,9.01,3.41,7.38,4.97,0.54,2.83,2.0,25.0,251.83,3.96,0.82
Allahabad,2021-01-08,00:00:00,8.34,2.93,7.07,4.7,0.54,4.76,105.5,25.0,263.0,3.8,1.02
Varanasi,2021-01-08,00:00:00,23.25,3.7,7.0,5.33,0.59,1.91,459.19,25.0,301.46,4.91,1.27
Patna,2021-01-08,00:00:00,7.68,3.89,8.08,5.38,0.51,3.18,296.38,25.0,204.78,4.89,1.05
